Main ID,Incident ID,Incident Type,Region of Incident,Incident Date,Incident Year,año,Month,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Country of Origin,Region of Origin,Cause of Death,Country of Incident,Migration Route,Location of Incident,localización,R2,T2,,Coordinates,lat,lon,UNSD Geographical Grouping,Information Source,URL,Source Quality
2021.MMP00909,2021.MMP00909,Incident,Northern Africa,2021-10-14,2021,2021,October,1,0,1,50,,,1,Unknown,Unknown,Sickness / lack of access to adequate healthcare,Spain,Western Africa / Atlantic route to the Canary Islands,"Unspecified location south of Gran Canaria, Canary Islands, Spain - a woman gave birth to twins on board four hours before being rescued, one of the newborns died, their remains were thrown overboard","Ubicación no especificada al sur de Gran Canaria, Islas Canarias, España - una mujer dio a luz a gemelos a bordo cuatro horas antes de ser rescatada, uno de los recién nacidos murió, sus restos fueron arrojados por la borda",Sí,Sí,En España,"27.19756, -15.081295",27.19756, -15.081295,Southern Europe,"eldiario.es, Vicepresidencia del Gobierno de Canarias",https://archive.ph/PckPz,5
2021.MMP00826,2021.MMP00826,Incident,Northern Africa,2021-10-08,2021,2021,October,,10,10,14,,,,Morocco,Northern Africa,"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,"Unknown location in the Atlantic between Morocco and Gran Canaria, Spain. Survivors rescued 155.5 kilometers south of Gran Canaria ","Ubicación desconocida en el Atlántico, entre Marruecos y Gran Canaria, España. Supervivientes rescatados a 155,5 kilómetros al sur de Gran Canaria.",Sí,Sí,En España,"26.332868, -15.625305",26.332868, -15.625305,Uncategorized,"IOM Spain, El Pais",https://archive.ph/aTGRW,4
2021.MMP00821,2021.MMP00821,Incident,Mediterranean,2021-10-04,2021,2021,October,2,1,3,14,,,,Unknown,Northern Africa (P),Drowning,Spain,Western Mediterranean,"Off the coast of Cabrera (close to Mallorca), Baleares Islands, Spain","Frente a la costa de Cabrera (cerca de Mallorca), Islas Baleares, España",Sí,Sí,En España,"39.16748918, 2.928229486",39.16748918, 2.928229486,Uncategorized,"Reuters, Publico",https://archive.ph/AATnu,3
2021.MMP00860,2021.MMP00860,Incident,Mediterranean,2021-10-02,2021,2021,October,1,0,1,,,,,Unknown,Sub-Saharan Africa (P),Drowning,Spain,Western Mediterranean,"2 miles off Calamocarro, Ceuta, Spain","A 2 millas de Calamocarro, Ceuta, España",Sí,Sí,En España,"35.91312057, -5.35552497",35.91312057, -5.35552497,Uncategorized,"El Foro de Ceuta, El Faro de Ceuta",https://archive.ph/Q7uj7,3
2021.MMP00797,"2021.MMP00797836,2021.MMP00797837,2021.MMP00797838,2021.MMP00797839,2021.MMP00797840,2021.MMP00797841,2021.MMP00797842",Split Incident,Mediterranean,2021-09-19,2021,2021,September,8,0,8,,3,5,1,Unknown,Northern Africa (P),Drowning,Spain,Western Mediterranean,"Remains washed ashore at Garrucha, Almeria, Spain,Remains washed ashore at Playa de los muertos, Carboneras, Almeria, Spain,Remains washed ashore at Playa del Lacón, Carboneras, Almería, Spain,Remains washed ashore at Playa el Algarrobico, Carboneras, Almeria, Spain,Remains washed ashore at playa Indalo, Mojácar, Almeria, Spain,Remains washed ashore at Playa Mácenas, Mojácar, Almeria, Spain,Remains washed ashore at Puerto del Rey, Vera, Almeria, Spain","Restos varados en Garrucha, Almería, España. Restos varados en Playa de los Muertos, Carboneras, Almería, España. Restos varados en Playa del Lacón, Carboneras, Almería, España. Restos varados en Playa el Algarrobico, Carboneras, Almería, España. Restos varados en Playa Indalo, Mojácar, Almería, España. Restos varados en Playa Mácenas, Mojácar, Almería, España. Restos varados en Puerto del Rey, Vera, Almería, España.",Sí,Sí,En España,"37.20507909, -1.809776859",37.20507909, -1.809776859,Uncategorized,"Junta de Andalucía, La Opinión de Málaga, La Voz de Almería","https://archive.ph/2nxrY,https://archive.ph/iJC5C,https://archive.ph/T8XGX,https://archive.ph/xwTY9",5
2021.MMP00801,2021.MMP00801,Incident,Mediterranean,2021-09-13,2021,2021,September,1,0,1,1,,1,,Unknown,Northern Africa (P),Accidental death,Spain,Western Mediterranean,"On the coast of Carboneras, Almería, Spain","En la costa de Carboneras, Almería, España",Sí,Sí,En España,"37.00136043, -1.889019232",37.00136043, -1.889019232,Uncategorized,"La Voz de Almería, Periodista Digital",https://archive.ph/IwTlw,3
2021.MMP00741,2021.MMP00741,Incident,Mediterranean,2021-09-02,2021,2021,September,1,0,1,1,,1,,Morocco,Northern Africa,Drowning,Spain,Western Mediterranean,"Drowned while trying to swim across the breakwater at Tarajal, Ceuta, Spain","Se ahogó al intentar cruzar a nado el rompeolas de Tarajal, Ceuta, España",Sí,Sí,En España,"35.870894, -5.342543",35.870894, -5.342543,Uncategorized,"eldiario.es, Europa Press",https://archive.ph/BcBby,3
2021.MMP00731,2021.MMP00731,Incident,Northern Africa,2021-08-31,2021,2021,August,2,9,11,31,,,,Morocco,Northern Africa (P),Drowning,Spain,Western Africa / Atlantic route to the Canary Islands,"Boat found 10 miles off Faro de la Entallada, Fuerteventura, Canary Islands, Spain - boat departed from Tan-Tan on 27 August","Barco encontrado a 10 millas del Faro de la Entallada, Fuerteventura, Islas Canarias, España - el barco partió de Tan-Tan el 27 de agosto",Sí,Sí,En España,"28.085275, -13.853222",28.085275, -13.853222,Uncategorized,"Txema Santana / Vicepresidencia del Gobierno de Canarias, Caminando Fronteras",https://archive.ph/90ig8,5
2021.MMP00726,"2021.MMP00726,2021.MMP00726762",Split Incident,Mediterranean,2021-08-27,2021,2021,August,2,0,2,,,2,,Morocco,Northern Africa,Drowning,Morocco,Western Mediterranean,"Remains found one mile off the coast of Ceuta, in waters of the Bahía Norte, Ceuta, Spain,Remains washed ashore Plage Riffiine, Fnideq, Morocco","Restos encontrados a una milla de la costa de Ceuta, en aguas de la Bahía Norte, Ceuta, España. Restos arrastrados a la orilla de la playa Riffiine, Fnideq, Marruecos.",No,Sí,Cerca de España o de camino,"35.915393, -5.314667",35.915393, -5.314667,Uncategorized,"El Foro de Ceuta, Ceuta TV,Tanja News","https://archive.ph/k40cv,https://archive.vn/lDgWS","1,3"
2021.MMP00722,"2021.MMP00722756,2021.MMP00722757,2021.MMP00722758",Split Incident,Northern Africa,2021-08-27,2021,2021,August,5,24,29,26,5,,7,"Côte d'Ivoire,Mali,Unknown","Mixed,Western Africa","Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,"Boat found 500km southwest of El Hierro, Canary Islands, Spain - 55 people had departed from Dakhla, Western Sahara 12 days earlier. 24 lost their lives during the journey, their remains were thrown overboard. The boat was found with 26 survivors and the remains of four people (a man, two women and a girl) inside. Another woman, who was pregnant, died upon arriving to Port of Arguineguín.","Embarcación hallada a 500 km al suroeste de El Hierro, Islas Canarias, España. 55 personas habían zarpado de Dajla, Sáhara Occidental, 12 días antes. 24 personas perdieron la vida durante la travesía y sus restos fueron arrojados por la borda. La embarcación fue hallada con 26 supervivientes y los restos de cuatro personas (un hombre, dos mujeres y una niña) en su interior. Otra mujer, embarazada, falleció al llegar al puerto de Arguineguín.",Sí,Sí,En España,"23.353795, -19.689307",23.353795, -19.689307,Uncategorized,"Txema Santana / Vicepresidencia del Gobierno de Canarias, Caminando Fronteras",https://archive.ph/cmHw3,5
2021.MMP00728,2021.MMP00728,Incident,Mediterranean,2021-08-25,2021,2021,August,1,0,1,,,1,,Unknown,Northern Africa (P),Drowning,Spain,Western Mediterranean,"Remains found near Playa Juan XXIII, Bahía Sur de Ceuta, Spain","Restos encontrados cerca de Playa Juan XXIII, Bahía Sur de Ceuta, España",Sí,Sí,En España,"35.876253, -5.32524",35.876253, -5.32524,Uncategorized,"El Foro de Ceuta, Ceuta Actualidad",https://archive.ph/N7hfc,3
2021.MMP00701,2021.MMP00701,Incident,Northern Africa,2021-08-25,2021,2021,August,3,8,11,28,3,,,Unknown,Northern Africa (P),Drowning,Spain,Western Africa / Atlantic route to the Canary Islands,"12km east of Lanzarote, Canary Islands, Spain","A 12 km al este de Lanzarote, Islas Canarias, España",Sí,Sí,En España,"29.06973659, -13.92888709",29.06973659, -13.92888709,Uncategorized,EFE,https://archive.ph/jxKmS,1
2021.MMP00686,2021.MMP00686,Incident,Northern Africa,2021-08-22,2021,2021,August,,1,1,65,,,,Unknown,Sub-Saharan Africa (P),Drowning,Spain,Western Africa / Atlantic route to the Canary Islands,"65km off Fuerteventura, Canary Islands, Spain","A 65 km de Fuerteventura, Islas Canarias, España",Sí,Sí,En España,"27.60593193, -14.09434798",27.60593193, -14.09434798,Uncategorized,Diairo de Fuerteventura,https://archive.ph/P3cKN,1
2021.MMP00672,2021.MMP00672,Incident,Northern Africa,2021-08-19,2021,2021,August,2,50,52,1,16,2,1,Côte d'Ivoire,Sub-Saharan Africa (P),"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,"250km off Gran Canaria, Canary Islands, Spain - embarkation from the Western Sahara about one week earlier.","A 250 kilómetros de Gran Canaria, Islas Canarias, España: embarque desde el Sahara Occidental aproximadamente una semana antes.",Sí,Sí,En España,"25.553523, -15.591832",25.553523, -15.591832,Uncategorized,"El País, EFE, Alarm Phone, Caminando Fronteras",https://archive.ph/5iubs,4
2021.MMP00648,2021.MMP00648,Incident,Northern Africa,2021-08-12,2021,2021,August,1,12,13,30,1,,,Unknown,Sub-Saharan Africa (P),"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,"650km south of the Canary Islands, Spain - departure from Dakhla, Western Sahara on 28 July","A 650 km al sur de las Islas Canarias, España - salida desde Dakhla, Sahara Occidental, el 28 de julio",Sí,Sí,En España,"22.51527112, -18.39395041",22.51527112, -18.39395041,Uncategorized,"Alarm Phone, EFE, Cadena Ser",https://archive.ph/j5xsx,4
2021.MMP0214,2021.MMP0214,Incident,Mediterranean,2021-08-11,2021,2021,August,1,0,1,,,1,,Morocco,Northern Africa,Drowning,Spain,Western Mediterranean,"Remains found on Playa Benítez, Ceuta, Spain - had gone missing a week before around Benzú while attemoting the crossing with two friends who were intercepted by Moroccan authorities","Restos encontrados en Playa Benítez, Ceuta, España - habían desaparecido una semana antes en los alrededores de Benzú mientras intentaban cruzar con dos amigos que fueron interceptados por las autoridades marroquíes.",Sí,Sí,En España,"35.899317, -5.334479",35.899317, -5.334479,Uncategorized,"El Faro de Ceuta, Press Tetouan",https://archive.ph/8LzAn,3
2021.MMP00753,2021.MMP00753,Incident,Mediterranean,2021-08-11,2021,2021,August,1,0,1,,,1,,Morocco,Northern Africa,Drowning,Spain,Western Mediterranean,"Remains found in Melilla, Spain - attempted to swim from Nador on 10 Aug","Restos encontrados en Melilla, España - intentó nadar desde Nador el 10 de agosto",Sí,Sí,En España,"35.30057238, -2.94178006",35.30057238, -2.94178006,Uncategorized,"AMDH Nador, Rif Dia",https://www.facebook.com/AmdhNador/photos/a.1693125780899690/2994272670784988/,4
2021.MMP00652,2021.MMP00652,Incident,Northern Africa,2021-08-10,2021,2021,August,1,13,14,,1,,,Unknown,Sub-Saharan Africa (P),"Harsh environmental conditions / lack of adequate shelter, food, water",Morocco,Western Africa / Atlantic route to the Canary Islands,"200km off the coast of Western Sahara, having drifted off to about 650km south of the Canary Islands - boat had departed on 28 July from Dakhla with 46POB, was adrift for 14 days. Survivors disembarked in Las Palmas, Canary Islands, Spain","A 200 km de la costa del Sáhara Occidental, tras derivar hasta unos 650 km al sur de las Islas Canarias, el barco partió el 28 de julio de Dajla con 46 personas y permaneció a la deriva durante 14 días. Los supervivientes desembarcaron en Las Palmas, Islas Canarias, España.",No,Sí,Cerca de España o de camino,"23.14306165, -18.1522512",23.14306165, -18.1522512,Uncategorized,"Caminando Fronteras, Alarm Phone, AFP",https://archive.ph/DCrYK,4
2021.MMP00638,2021.MMP00638,Incident,Europe,2021-08-08,2021,2021,August,1,0,1,,,1,,Guinea,Western Africa,Drowning,Spain,,"Bidasoa River, near Irún, Basque Country, Spain - at the border with France","Río Bidasoa, cerca de Irún, País Vasco, España, en la frontera con Francia",Sí,Sí,En España,"43.342171, -1.771777",43.342171, -1.771777,Southern Europe,InfoMigrants,https://archive.vn/1NX2J,3
2021.MMP00623,2021.MMP00623,Incident,Mediterranean,2021-07-24,2021,2021,July,1,0,1,,,1,,Morocco,Northern Africa,Mixed or unknown,Spain,Western Mediterranean,"Body found on San Amaro beach, Ceuta, Spain","Hallan cadáver en la playa de San Amaro, Ceuta, España",Sí,Sí,En España,"35.90097, -5.29781",35.90097, -5.29781,Uncategorized,El Faro de Ceuta,https://archive.ph/N58OR,3
2021.MMP00625,2021.MMP00625,Incident,Mediterranean,2021-07-23,2021,2021,July,1,0,1,,,1,,Unknown,Unknown,Mixed or unknown,Spain,Western Mediterranean,"Body found at sea near Almadraba beach, Ceuta, Spain","Hallan cadáver en el mar cerca de la playa de la Almadraba, Ceuta, España",Sí,Sí,En España,"35.87667, -5.33532",35.87667, -5.33532,Uncategorized,El Faro de Ceuta,https://archive.ph/N58OR,1
2021.MMP00624,2021.MMP00624,Incident,Mediterranean,2021-07-21,2021,2021,July,1,0,1,,,1,,Morocco,Northern Africa,Mixed or unknown,Spain,Western Mediterranean,"Body found at sea near Almadraba beach, Ceuta, Spain","Hallan cadáver en el mar cerca de la playa de la Almadraba, Ceuta, España",Sí,Sí,En España,"35.87601, -5.33416",35.87601, -5.33416,Uncategorized,El Faro de Ceuta,https://archive.ph/N58OR,1
2021.MMP00802,2021.MMP00802,Incident,Northern Africa,2021-07-14,2021,2021,July,1,0,1,32,1,,,Unknown,Unknown,"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,"5km off of Aguineguín, Gran Canaria, Spain","A 5 km de Aguineguín, Gran Canaria, España",Sí,Sí,En España,"27.63791754, -15.70822938",27.63791754, -15.70822938,Uncategorized,"Público, Txema Santana",https://archive.ph/FNtvH,3
2021.MMP00622,2021.MMP00622,Incident,Mediterranean,2021-07-03,2021,2021,July,1,0,1,,,1,,Unknown,Unknown,Mixed or unknown,Spain,Western Mediterranean,"Body found at sea 10 miles away from Valencia, Spain","Hallan cadáver en el mar a 10 millas de Valencia, España",Sí,Sí,En España,"39.4519, -0.09907",39.4519, -0.09907,Uncategorized,La Opinion de Murcia,https://archive.ph/L4lJF,1
2021.MMP00445,2021.MMP00445,Incident,Northern Africa,2021-06-29,2021,2021,June,2,16,18,34,7,1,7,Unknown,Sub-Saharan Africa (P),Sickness / lack of access to adequate healthcare,Spain,Western Africa / Atlantic route to the Canary Islands,"After being rescued off the coast of the Canary Islands, Spain - embarkation on 17 June, 60km south of Dakhla, Western Sahara","Tras ser rescatado frente a las costas de las Islas Canarias, España - embarque el 17 de junio, a 60 km al sur de Dakhla, Sahara Occidental",Sí,Sí,En España,"28.127946, -13.872245",28.127946, -13.872245,Uncategorized,"Caminando Fronteras, Associated Press, InfoMigrants",https://archive.ph/Uc2A2,4
2021.MMP00430,2021.MMP00430,Incident,Northern Africa,2021-06-28,2021,2021,June,2,0,2,35,,2,,Unknown,Unknown,"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,"On board of a boat, 10km south of Gran Canaria, Spain","A bordo de un barco, a 10 km al sur de Gran Canaria, España",Sí,Sí,En España,"27.65035716, -15.58204989",27.65035716, -15.58204989,Uncategorized,"EFE, Canarias7",https://archive.ph/9OBK6,3
2021.MMP00431,2021.MMP00431,Incident,Northern Africa,2021-06-27,2021,2021,June,,1,1,1,,,,Unknown,Unknown,Drowning,Spain,Western Africa / Atlantic route to the Canary Islands,"152km south of Gran Canaria, Spain - during a resuce operation by the Morrocan Navy","A 152 km al sur de Gran Canaria, España, durante una operación de rescate de la Armada marroquí.",Sí,Sí,En España,"26.3500742, -15.55680579",26.3500742, -15.55680579,Uncategorized,"El Diario, EFE",https://archive.ph/03baX,3
2021.MMP00429,2021.MMP00429,Incident,Northern Africa,2021-06-24,2021,2021,June,1,0,1,22,,1,,Unknown,Sub-Saharan Africa (P),"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,"On board of a boat, 64km south of Gran Canaria, Spain","A bordo de un barco, a 64 km al sur de Gran Canaria, España",Sí,Sí,En España,"27.16606866, -15.58094782",27.16606866, -15.58094782,Uncategorized,"EFE, El Diario",https://archive.ph/zrWas,3
2021.MMP00394,2021.MMP00394,Incident,Northern Africa,2021-06-17,2021,2021,June,4,1,5,41,2,2,1,Unknown,Western Africa (P),Drowning,Spain,Western Africa / Atlantic route to the Canary Islands,"Off the coast of Órzola, Lanzarote, Spain - boat departed from Tan-Tan, Morocco","Frente a la costa de Órzola, Lanzarote, España - barco con salida desde Tan-Tan, Marruecos",Sí,Sí,En España,"29.238504, -13.442276",29.238504, -13.442276,Uncategorized,"El Diario, rfi",https://archive.ph/53GpI,3
2021.MMP00417,2021.MMP00417,Incident,Mediterranean,2021-06-15,2021,2021,June,1,0,1,,,1,,Unknown,Northern Africa (P),Drowning,Spain,Western Mediterranean,"Remains found off the coast of Ceuta, Spain","Restos encontrados frente a la costa de Ceuta, España",Sí,Sí,En España,"35.87049967, -5.338425807",35.87049967, -5.338425807,Uncategorized,Ceuta Actualidad,https://archive.ph/LOMU2,1
2021.MMP00387,2021.MMP00387,Incident,Europe,2021-05-22,2021,2021,May,1,0,1,1,,1,,Côte d'Ivoire,Western Africa,Drowning,Spain,,"Bidasoa river, Irún, Basque Country, Spain - at the border with France","Río Bidasoa, Irún, País Vasco, España - en la frontera con Francia",Sí,Sí,En España,"43.34206817, -1.775902345",43.34206817, -1.775902345,Southern Europe,"El País, Cadena Ser, Insurgente, Noticias de Alava",https://archive.ph/i98CC,3
2021.MMP00366,2021.MMP00366,Incident,Mediterranean,2021-05-22,2021,2021,May,1,0,1,,,1,,Morocco,Northern Africa,Accidental death,Spain,Western Mediterranean,"In the Hospital Universitario, Ceuta, Spain","En el Hospital Universitario, Ceuta, España.",Sí,Sí,En España,"35.88058358, -5.34191965",35.88058358, -5.34191965,Uncategorized,"El Mundo, Tangier News, rtve",https://web.archive.org/web/20210602142404if_/https://www.elmundo.es/espana/2021/05/22/60a8e6a5fdddffc7978b45bb.html,3
2021.MMP00367,2021.MMP00367,Incident,Mediterranean,2021-05-20,2021,2021,May,1,0,1,,,1,1,Morocco,Northern Africa,Drowning,Spain,Western Mediterranean,"Remains washed ashore at Tarajal beach, Ceuta, Spain","Restos arrastrados a la playa de Tarajal, Ceuta, España",Sí,Sí,En España,"35.87298041, -5.342553685",35.87298041, -5.342553685,Uncategorized,"La Vanguardia, ara",https://archive.ph/LVrYk,1
2021.MMP00335,2021.MMP00335,Incident,Mediterranean,2021-05-17,2021,2021,May,1,0,1,,,1,,Morocco,Northern Africa,Drowning,Spain,Western Mediterranean,"Tarajal beach, Ceuta, Spain","Playa de Tarajal, Ceuta, España",Sí,Sí,En España,"35.87186947, -5.343137653",35.87186947, -5.343137653,Uncategorized,"El Faro de Ceuta, RTVE",https://archive.ph/ydIV2,3
2021.MMP00279,2021.MMP00279,Incident,Northern Africa,2021-04-26,2021,2021,April,24,32,56,3,,24,2,Unknown,Sub-Saharan Africa (P),"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,"Boat located 490km south of El Hierro, Canary Islands, Spain after 22 days at sea (departed from Mauritania on April 4, with 59 people on board)","Barco localizado a 490 km al sur de El Hierro, Islas Canarias, España, tras 22 días en el mar (zarpó de Mauritania el 4 de abril, con 59 personas a bordo)",Sí,Sí,En España,"23.447654, -18.151759",23.447654, -18.151759,Uncategorized,"IOM Spain, UNHCR, Caminando Fronteras, Público, EFE, RTVE",https://archive.ph/2AONK,4
2021.MMP00276,2021.MMP00276,Incident,Europe,2021-04-18,2021,2021,April,1,0,1,,,1,,Eritrea,Eastern Africa,Violence,Spain,,"At the Último Puerto sports center, close to the border with France, Irún, Spain ","En el polideportivo Último Puerto, cerca de la frontera con Francia, Irún, España",Sí,Sí,En España,"43.34150604, -1.776485694",43.34150604, -1.776485694,Southern Europe,"Irungo Harrera Sarea, Naiz",https://bit.ly/3awcCdb,4
2021.MMP00285,2021.MMP00285,Incident,Mediterranean,2021-04-14,2021,2021,April,1,0,1,,,1,,Unknown,Northern Africa (P),Drowning,Spain,Western Mediterranean,"Remains recovered at Playa El Tarajal, Ceuta, Spain","Restos recuperados en Playa El Tarajal, Ceuta, España",Sí,Sí,En España,"35.87318906, -5.342716102",35.87318906, -5.342716102,Uncategorized,"El Foro de Ceuta, Tanja News",https://archive.vn/ihW6j,3
2021.MMP00248,2021.MMP00248,Incident,Mediterranean,2021-04-14,2021,2021,April,1,0,1,,,1,,Unknown,Sub-Saharan Africa (P),Drowning,Spain,Western Mediterranean,"Remains recovered off the coasts of Aguadú, Melilla, Spain","Restos recuperados en las costas de Aguadú, Melilla, España",Sí,Sí,En España,"35.31422006, -2.944675914",35.31422006, -2.944675914,Uncategorized,"Europa Press, Melilla Hoy",https://archive.ph/GEO8u,3
2021.MMP00229,2021.MMP00229,Incident,Northern Africa,2021-04-11,2021,2021,April,4,22,26,19,,,,Unknown,Sub-Saharan Africa (P),"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,"On boad of a boat rescued 220km south of El Hierro, Canary Islands, Spain - boat departed from Nouakchott, Mauritania","A bordo de un barco rescatado a 220 km al sur de El Hierro, Islas Canarias, España. El barco partió de Nouakchott, Mauritania.",Sí,Sí,En España,"25.69694464, -18.07531481",25.69694464, -18.07531481,Uncategorized,"EFE, El País, Reuters, El Día",https://archive.ph/UP8Av,3
2021.MMP00240,2021.MMP00240,Incident,Mediterranean,2021-04-07,2021,2021,April,1,0,1,,,1,,Morocco,Northern Africa,Drowning,Spain,Western Mediterranean,"Remains recovered at the mouth of the Rio de Oro River, Melilla, Spain","Restos recuperados en la desembocadura del Río de Oro, Melilla, España",Sí,Sí,En España,"35.2856809, -2.937338527",35.2856809, -2.937338527,Uncategorized,"Público, 20 minutos",https://archive.ph/1QVRt,3
2021.MMP00223,2021.MMP00223,Incident,Northern Africa,2021-04-05,2021,2021,April,1,0,1,,1,,,Unknown,Unknown,Drowning,Spain,Western Africa / Atlantic route to the Canary Islands,"Remains recovered off the coast of Fuerteventura, Canary Islands, Spain","Restos recuperados frente a la costa de Fuerteventura, Islas Canarias, España",Sí,Sí,En España,"28.097183, -14.070217",28.097183, -14.070217,Uncategorized,"La Provincia, El día",https://archive.ph/4GSw3,3
2021.MMP00224,2021.MMP00224,Incident,Mediterranean,2021-04-04,2021,2021,April,1,0,1,,,1,,Unknown,Unknown,Drowning,Spain,Western Mediterranean,"Remains recovered at Benzú beach, Ceuta, Spain","Restos recuperados en la playa de Benzú, Ceuta, España",Sí,Sí,En España,"35.916545, -5.371463",35.916545, -5.371463,Uncategorized,"Noticias de Navarra, Ceuta Actualidad, Assahifa",https://archive.ph/8KOfi,3
2021.MMP00209,2021.MMP00209,Incident,Mediterranean,2021-03-27,2021,2021,March,7,4,11,3,2,1,2,"Algeria,Unknown",Northern Africa,Drowning,Spain,Western Mediterranean,"300 m off the coast of Mazarrón, Murcia, Spain","A 300 m de la costa de Mazarrón, Murcia, España",Sí,Sí,En España,"37.5318128, -1.268730051",37.5318128, -1.268730051,Uncategorized,"El Pais, El Confidencial, La Verdad, Canarias 7",https://archive.ph/PCRQ7,3
2021.MMP00213,2021.MMP00213,Incident,Northern Africa,2021-03-26,2021,2021,March,3,0,3,42,2,1,,Unknown,Unknown,Drowning,Spain,Western Africa / Atlantic route to the Canary Islands,"Off of Porís de Abona, Tenerife, Canary Islands, Spain","Frente a Porís de Abona, Tenerife, Islas Canarias, España",Sí,Sí,En España,"28.15731175, -16.39298261",28.15731175, -16.39298261,Uncategorized,"EFE, Diario de Avisos",https://archive.ph/mUlsv,3
2021.MMP00203,2021.MMP00203,Incident,Northern Africa,2021-03-21,2021,2021,March,1,0,1,,1,,1,Mali,Western Africa,"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,"Hospital Universitario Materno Infantil in Las Palmas, Gran Canaria, Spain","Hospital Universitario Materno Infantil en Las Palmas, Gran Canaria, España",Sí,Sí,En España,"28.0811553, -15.4167175",28.0811553, -15.4167175,Uncategorized,"President of the Government of Spain, El Pais, Al Jazeera",https://archive.ph/qUVlt,5
2021.MMP00188,2021.MMP00188,Incident,Northern Africa,2021-03-17,2021,2021,March,1,0,1,49,,1,,Unknown,Unknown,"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,"On board of a boat rescued off of Gran Canaria, Canary Islands, Spain","A bordo de un barco rescatado en Gran Canaria, Islas Canarias, España",Sí,Sí,En España,"27.70936965, -15.60374223",27.70936965, -15.60374223,Uncategorized,"EFE, 112 Canarias",https://archive.ph/7iPFo,5
2021.MMP00189,2021.MMP00189,Incident,Northern Africa,2021-03-17,2021,2021,March,,1,1,36,,1,,Unknown,Sub-Saharan Africa (P),"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,"150km south west of Gran Canaria, Canary Islands, Spain - Remains left at sea","A 150 km al suroeste de Gran Canaria, Islas Canarias, España - Restos abandonados en el mar",Sí,Sí,En España,"27.12327778, -15.62983476",27.12327778, -15.62983476,Uncategorized,"EFE, El día",https://archive.ph/PgRpf,3
2021.MMP00233,2021.MMP00233,Incident,Northern Africa,2021-03-16,2021,2021,March,,9,9,53,,,3,Unknown,Sub-Saharan Africa (P),"Harsh environmental conditions / lack of adequate shelter, food, water",Spain,Western Africa / Atlantic route to the Canary Islands,"Unspecified location - boat rescued 15km off of Gran Canaria, Spain after spending 4 days at sea, departure from Dakhla, Western Sahara. The people on board were held for about a week before departure.","Ubicación no especificada: barco rescatado a 15 km de Gran Canaria, España, tras pasar cuatro días en el mar, saliendo de Dajla, Sáhara Occidental. Las personas a bordo fueron retenidas durante aproximadamente una semana antes de la salida.",Sí,Sí,En España,"27.63039322, -15.6991573",27.63039322, -15.6991573,Uncategorized,"EFE, El País",https://archive.ph/ZrzpV,3
2021.MMP00182,2021.MMP00182,Incident,Mediterranean,2021-03-13,2021,2021,March,1,0,1,1,,1,,Morocco,Northern Africa,Drowning,Spain,Western Mediterranean,"Remains washed ashore at Calamocarro beach, Ceuta, Spain","Restos arrastrados a la playa de Calamocarro, Ceuta, España",Sí,Sí,En España,"35.9117892, -5.3570333",35.9117892, -5.3570333,Uncategorized,EFE,https://archive.ph/duvaa,1
2021.MMP00186,2021.MMP00186,Incident,Mediterranean,2021-03-08,2021,2021,March,1,0,1,,,1,,Morocco,Northern Africa,Drowning,Spain,Western Mediterranean,"Remains washed ashore at San Roque beach, Cadiz, Spain","Restos arrastrados a la playa de San Roque, Cádiz, España",Sí,Sí,En España,"36.1812954, -5.4105286",36.1812954, -5.4105286,Uncategorized,"Heroes del Mar, Nius, Febrayer",https://archive.ph/SxCY9,4
2021.MMP00173,2021.MMP00173,Incident,Mediterranean,2021-03-08,2021,2021,March,1,0,1,,,1,,Unknown,Sub-Saharan Africa (P),Drowning,Spain,Western Mediterranean,"Remains recovered at Cárabos beach, Melilla, Spain","Restos recuperados en la playa de Cárabos, Melilla, España",Sí,Sí,En España,"35.2841725, -2.9381673",35.2841725, -2.9381673,Uncategorized,20 Minutos,https://archive.ph/tIZSN,1
